InitialTemp;FinalTemp;MaxIters;Version;NeighSize;Mean_Cmax;Mean_Duration_ms
1000.0;0.001;7500;BOTH;25;3484.0;176.1
1000.0;0.001;7500;BOTH;50;3436.0;368.8
1000.0;0.001;7500;BOTH;75;3410.0;501.4
1000.0;0.001;7500;BOTH;100;3417.4;713.3
1000.0;0.001;7500;GREEDY;25;3506.8;190.3
1000.0;0.001;7500;GREEDY;50;3439.7;333.7
1000.0;0.001;7500;GREEDY;75;3424.4;519.1
1000.0;0.001;7500;GREEDY;100;3428.6;648.7
1000.0;0.001;7500;NORMAL;1;3694.8;7.6
1000.0;0.001;7500;REHEAT;1;3673.2;7.3
1000.0;0.001;37500;BOTH;25;3449.0;871.5
1000.0;0.001;37500;BOTH;50;3411.8;1687.8
1000.0;0.001;37500;BOTH;75;3397.8;2488.1
1000.0;0.001;37500;BOTH;100;3376.7;3197.4
1000.0;0.001;37500;GREEDY;25;3443.3;905.2
1000.0;0.001;37500;GREEDY;50;3412.1;1685.3
1000.0;0.001;37500;GREEDY;75;3412.8;2533.2
1000.0;0.001;37500;GREEDY;100;3384.8;3263.6
1000.0;0.001;37500;NORMAL;1;3620.9;32.5
1000.0;0.001;37500;REHEAT;1;3583.5;34.0
1000.0;0.001;75000;BOTH;25;3422.6;1764.6
1000.0;0.001;75000;BOTH;50;3401.6;3390.0
1000.0;0.001;75000;BOTH;75;3387.5;5029.7
1000.0;0.001;75000;BOTH;100;3378.7;6456.0
1000.0;0.001;75000;GREEDY;25;3437.3;1741.3
1000.0;0.001;75000;GREEDY;50;3410.8;3351.1
1000.0;0.001;75000;GREEDY;75;3401.7;5051.0
1000.0;0.001;75000;GREEDY;100;3382.7;6505.1
1000.0;0.001;75000;NORMAL;1;3554.6;63.5
1000.0;0.001;75000;REHEAT;1;3554.2;65.5
1000.0;0.001;150000;BOTH;25;3410.9;3522.5
1000.0;0.001;150000;BOTH;50;3380.2;6758.0
1000.0;0.001;150000;BOTH;75;3386.7;9998.7
1000.0;0.001;150000;BOTH;100;3372.1;13025.1
1000.0;0.001;150000;GREEDY;25;3422.0;3515.6
1000.0;0.001;150000;GREEDY;50;3398.8;6648.6
1000.0;0.001;150000;GREEDY;75;3389.8;10168.1
1000.0;0.001;150000;GREEDY;100;3380.5;12927.4
1000.0;0.001;150000;NORMAL;1;3522.3;126.6
1000.0;0.001;150000;REHEAT;1;3527.8;129.5
10000.0;0.001;7500;BOTH;25;3479.6;175.9
10000.0;0.001;7500;BOTH;50;3468.8;330.9
10000.0;0.001;7500;BOTH;75;3423.4;506.4
10000.0;0.001;7500;BOTH;100;3405.7;636.0
10000.0;0.001;7500;GREEDY;25;3506.1;172.0
10000.0;0.001;7500;GREEDY;50;3444.7;330.7
10000.0;0.001;7500;GREEDY;75;3423.9;497.0
10000.0;0.001;7500;GREEDY;100;3409.8;677.5
10000.0;0.001;7500;NORMAL;1;3689.7;7.9
10000.0;0.001;7500;REHEAT;1;3759.6;7.7
10000.0;0.001;37500;BOTH;25;3440.6;904.1
10000.0;0.001;37500;BOTH;50;3420.6;1701.2
10000.0;0.001;37500;BOTH;75;3403.8;2507.6
10000.0;0.001;37500;BOTH;100;3383.5;3228.3
10000.0;0.001;37500;GREEDY;25;3442.6;866.1
10000.0;0.001;37500;GREEDY;50;3417.8;1730.1
10000.0;0.001;37500;GREEDY;75;3410.1;2555.7
10000.0;0.001;37500;GREEDY;100;3393.3;3301.0
10000.0;0.001;37500;NORMAL;1;3635.2;33.0
10000.0;0.001;37500;REHEAT;1;3610.9;45.5
10000.0;0.001;75000;BOTH;25;3434.9;1785.5
10000.0;0.001;75000;BOTH;50;3417.7;3344.4
10000.0;0.001;75000;BOTH;75;3395.0;5030.0
10000.0;0.001;75000;BOTH;100;3381.0;6505.1
10000.0;0.001;75000;GREEDY;25;3443.8;1735.1
10000.0;0.001;75000;GREEDY;50;3406.3;3346.6
10000.0;0.001;75000;GREEDY;75;3394.4;5036.7
10000.0;0.001;75000;GREEDY;100;3376.2;6479.2
10000.0;0.001;75000;NORMAL;1;3590.7;65.4
10000.0;0.001;75000;REHEAT;1;3560.7;65.3
10000.0;0.001;150000;BOTH;25;3414.7;3708.6
10000.0;0.001;150000;BOTH;50;3403.7;6821.4
10000.0;0.001;150000;BOTH;75;3390.5;10082.2
10000.0;0.001;150000;BOTH;100;3371.3;12992.3
10000.0;0.001;150000;GREEDY;25;3423.2;3513.6
10000.0;0.001;150000;GREEDY;50;3404.5;6724.2
10000.0;0.001;150000;GREEDY;75;3387.1;10134.0
10000.0;0.001;150000;GREEDY;100;3372.7;12925.1
10000.0;0.001;150000;NORMAL;1;3508.2;133.0
10000.0;0.001;150000;REHEAT;1;3576.0;132.3
100000.0;0.001;7500;BOTH;25;3498.7;177.6
100000.0;0.001;7500;BOTH;50;3471.6;330.1
100000.0;0.001;7500;BOTH;75;3437.0;497.4
100000.0;0.001;7500;BOTH;100;3416.7;638.9
100000.0;0.001;7500;GREEDY;25;3498.8;178.0
100000.0;0.001;7500;GREEDY;50;3465.5;338.4
100000.0;0.001;7500;GREEDY;75;3427.9;519.7
100000.0;0.001;7500;GREEDY;100;3411.0;647.4
100000.0;0.001;7500;NORMAL;1;3702.5;8.0
100000.0;0.001;7500;REHEAT;1;4403.7;7.6
100000.0;0.001;37500;BOTH;25;3446.1;876.6
100000.0;0.001;37500;BOTH;50;3426.7;1715.8
100000.0;0.001;37500;BOTH;75;3403.5;2541.1
100000.0;0.001;37500;BOTH;100;3385.5;3229.9
100000.0;0.001;37500;GREEDY;25;3448.7;884.9
100000.0;0.001;37500;GREEDY;50;3448.6;1671.9
100000.0;0.001;37500;GREEDY;75;3400.4;2549.1
100000.0;0.001;37500;GREEDY;100;3393.2;3287.6
100000.0;0.001;37500;NORMAL;1;3598.9;33.0
100000.0;0.001;37500;REHEAT;1;3955.8;33.4
100000.0;0.001;75000;BOTH;25;3484.6;1744.0
100000.0;0.001;75000;BOTH;50;3417.4;3384.3
100000.0;0.001;75000;BOTH;75;3406.2;5034.7
100000.0;0.001;75000;BOTH;100;3380.3;6492.9
100000.0;0.001;75000;GREEDY;25;3440.5;1765.8
100000.0;0.001;75000;GREEDY;50;3425.7;3699.7
100000.0;0.001;75000;GREEDY;75;3393.5;5544.5
100000.0;0.001;75000;GREEDY;100;3381.5;6561.7
100000.0;0.001;75000;NORMAL;1;3615.7;65.9
100000.0;0.001;75000;REHEAT;1;3900.5;64.9
100000.0;0.001;150000;BOTH;25;3444.6;3512.8
100000.0;0.001;150000;BOTH;50;3396.4;6737.0
100000.0;0.001;150000;BOTH;75;3387.2;10055.9
100000.0;0.001;150000;BOTH;100;3377.0;13071.4
100000.0;0.001;150000;GREEDY;25;3411.4;3559.7
100000.0;0.001;150000;GREEDY;50;3402.7;6718.7
100000.0;0.001;150000;GREEDY;75;3393.5;10150.3
100000.0;0.001;150000;GREEDY;100;3378.6;12934.6
100000.0;0.001;150000;NORMAL;1;3529.1;132.0
100000.0;0.001;150000;REHEAT;1;3649.1;135.3
1000000.0;0.001;7500;BOTH;25;3529.2;194.1
1000000.0;0.001;7500;BOTH;50;3446.4;354.4
1000000.0;0.001;7500;BOTH;75;3437.3;551.9
1000000.0;0.001;7500;BOTH;100;3412.3;653.5
1000000.0;0.001;7500;GREEDY;25;3536.9;175.0
1000000.0;0.001;7500;GREEDY;50;3453.9;339.2
1000000.0;0.001;7500;GREEDY;75;3449.0;495.5
1000000.0;0.001;7500;GREEDY;100;3422.0;640.3
1000000.0;0.001;7500;NORMAL;1;3743.0;7.7
1000000.0;0.001;7500;REHEAT;1;4668.6;9.0
1000000.0;0.001;37500;BOTH;25;3499.2;883.5
1000000.0;0.001;37500;BOTH;50;3451.6;1721.1
1000000.0;0.001;37500;BOTH;75;3414.4;2548.7
1000000.0;0.001;37500;BOTH;100;3396.4;3282.7
1000000.0;0.001;37500;GREEDY;25;3458.0;879.2
1000000.0;0.001;37500;GREEDY;50;3426.1;1693.4
1000000.0;0.001;37500;GREEDY;75;3407.9;2576.4
1000000.0;0.001;37500;GREEDY;100;3397.1;3248.0
1000000.0;0.001;37500;NORMAL;1;3606.1;32.1
1000000.0;0.001;37500;REHEAT;1;4673.8;35.0
1000000.0;0.001;75000;BOTH;25;3484.4;1818.6
1000000.0;0.001;75000;BOTH;50;3438.1;3375.9
1000000.0;0.001;75000;BOTH;75;3402.4;5042.7
1000000.0;0.001;75000;BOTH;100;3385.9;6473.4
1000000.0;0.001;75000;GREEDY;25;3455.7;1759.2
1000000.0;0.001;75000;GREEDY;50;3414.8;3347.0
1000000.0;0.001;75000;GREEDY;75;3392.0;5111.8
1000000.0;0.001;75000;GREEDY;100;3382.6;6476.7
1000000.0;0.001;75000;NORMAL;1;3592.6;66.2
1000000.0;0.001;75000;REHEAT;1;4679.7;66.4
1000000.0;0.001;150000;BOTH;25;3458.6;3517.0
1000000.0;0.001;150000;BOTH;50;3423.3;6789.8
1000000.0;0.001;150000;BOTH;75;3395.9;10113.3
1000000.0;0.001;150000;BOTH;100;3378.1;12977.2
1000000.0;0.001;150000;GREEDY;25;3415.3;3536.3
1000000.0;0.001;150000;GREEDY;50;3404.6;6715.4
1000000.0;0.001;150000;GREEDY;75;3390.4;10225.1
1000000.0;0.001;150000;GREEDY;100;3379.8;12951.6
1000000.0;0.001;150000;NORMAL;1;3556.4;129.4
1000000.0;0.001;150000;REHEAT;1;4654.6;136.1
